title;author;published_date;published_date_precision;link;clean_url;excerpt;summary;rights;rank;topic;country;language;authors;media;is_opinion;twitter_account;_score;_id
Joe Henderson: When it comes to hate crimes, there's no ‘yeah, but….';Joe Henderson;2022-10-31 23:00:52;full;https://floridapolitics.com/archives/567740-joe-henderson-when-it-comes-to-hate-crimes-theres-no-yeah-but/;floridapolitics.com;Whataboutism is on full display.;"Florida U.S. Sen. Rick Scott condemned the attack on Paul Pelosi, husband of House Speaker Nancy Pelosi.
Sort of.
On CNN, Scott called the attack 'disgusting.'
Well stated.
He quickly pivoted to the recent attack in Miami on an election canvasser for U.S. Sen. Marco Rubio, and that's understandable since he noted, 'this stuff has to stop.'
He should have left it there.
It will not stop though as long as incendiary political ads blur the boundary between advocacy and dehumanizing personal attacks.";floridapolitics.com;11208;politics;US;en;Joe Henderson;https://floridapolitics.com/wp-content/uploads/2022/09/Scott-2.jpg;False;@Fla_Pol;;9bba5ac4bf5efa742c11a9e73029bdf4
Leaked Documents Show DHS, the FBI, and Social Media Platforms Worked Together to Stop Debate on COVID, Hunter's Laptop, and Election Integrity;streiff;2022-10-31 23:00:39;full;https://redstate.com/streiff/2022/10/31/leaked-documents-show-dhs-the-fbi-and-social-media-platforms-worked-together-to-stop-debate-on-covid-hunters-laptop-and-election-integrity-n652011;redstate.com;It is getting difficult to conclude anything other than the FBI is a clear and present danger to the Constitution.;"The Department of Homeland Security's Cybersecurity and Infrastructure Security Agency has been hosting meetings with internet platforms and allowing those platforms to flag for deletion any material to which they object. This until now secret program resulted in the federal bureaucracy meddling in the 2020 elections. You can read the whole 48 pages of minutes at this link.
The documents were obtained by Missouri Attorney General and Republican Senate candidate Eric Schmitt as part of an investigation he is conducting.";redstate.com;5189;politics;US;en;Pj Media,streiff;https://media.townhall.com/townhall/reu/o/2022/217/1916baad-56fa-4b7b-8aa3-22165e2eedfc-1110x740.jpg;False;@RedState;;ee9a540a82b0d9fe6e3cf0628973550f
Good Grief! Nearly 250K Ballots Mailed To PA Voters Without Verified Names?;Wayne Dupree;2022-10-31 23:00:19;full;https://waynedupree.com/2022/10/nearly-250k-ballots-mailed-to-pa-voters-without-verified-names/;waynedupree.com;According to the election integrity group Verity Vote, nearly 250,000 ballots were mailed to Pennsylvania voters without having their names validated,;According to the election integrity group Verity Vote, nearly 250,000 ballots were mailed to Pennsylvania voters without having their names validated, according to state data. Fifteen members of the Pennsylvania state house of representatives wrote to acting secretary of the Commonwealth of Pennsylvania Leigh Chapman on Tuesday using data from Verity Vote. The parliamentarians noted that votes are 'sent to unverified applicants,' citing Jonathan Marks' evidence as the Deputy Secretary for Elections and Commissions.;waynedupree.com;79611;politics;US;en;Wayne Dupree;https://waynedupree.com/wp-content/uploads/2022/10/mjhg.jpg;False;@WayneDupreeShow;;76fcf532f6b9e4a8ef066cc0ac3bae6c
Report: Pentagon Abortion Policy Could Complicate Defense Bill Debate;Ethen Kim Lieser;2022-10-31 23:00:00;full;https://nationalinterest.org/blog/politics/report-pentagon-abortion-policy-could-complicate-defense-bill-debate-205642;nationalinterest.org;Sen. Roger Marshall (R-KS) called the memo 'outrageous' and demanded that Senate Majority Leader Chuck Schumer (D-NY) allow votes on amendments that would block the policy.;"In the wake of the Defense Department announcing earlier this month that it will cover travel costs for troops and family members seeking abortions, a new Politico report suggests that major defense legislation is no longer on the fast track to being approved in the Senate.
'Republicans on Capitol Hill claimed the administration was politicizing the military by wading into the abortion debate with weeks to go before an election and siphoning money from top national security needs,' the news outlet wrote.";nationalinterest.org;2924;politics;US;en;Ethen Kim Lieser;https://nationalinterest.org/sites/default/files/main_images/2022-07-15T092823Z_404581614_RC2RBV9WMFK9_RTRMADP_3_USA-MARINE.JPG.jpg;False;@thenatlinterest;;843f2283f36e6724fa8287532e83ab96
Patty Murray, Tiffany Smiley meet for 2nd debate as campaign enters homestretch;David Gutman;2022-10-31 23:00:00;timezone unknown;http://tribunecontentagency.com/;tribunecontentagency.com;U.S. Sen. Patty Murray and challenger Tiffany Smiley met for the second, and final, time on the debate stage Sunday night, clashing over the economy, health care, gun control and;"David Gutman
The Seattle Times U.S. Sen. Patty Murray and challenger Tiffany Smiley met for the second, and final, time on the debate stage Sunday night, clashing over the economy, health care, gun control and climate change as Smiley relentlessly attacked the incumbent as a ""career politician"" while Murray responded with policy achievements from a long career in office.Smiley, a Republican, rarely passed up an opportunity to remind viewers how long Murray, who is seeking a sixth term, has been in the Senate.";tdn.com;26437;politics;US;en;David Gutman The Seattle Times;https://bloximages.chicago2.vip.townnews.com/tdn.com/content/tncms/assets/v3/editorial/e/7b/e7b21a06-249b-11ed-ab93-6fe6dcd8fb60/6307b2326419d.image.jpg?crop=1080%2C567%2C0%2C76&resize=1080%2C567&order=crop%2Cresize;False;@the_daily_news;;9b7723f46239d4ef4df3ed3b0d3844d8
How much raised in race for Linn County sheriff? $250K+;Maddie Pfeifer;2022-10-31 23:00:00;timezone unknown;https://democratherald.com/corvallis/news/local/elections/how-much-raised-in-race-for-linn-county-sheriff-250k/article_955f9504-5951-11ed-8a44-5f3ab478dec8.html;democratherald.com;Duncan has attracted money from retired sheriffs, current employees and timber companies. Raymond has money from the union, employees and farmers.;If there was any doubt the race for Linn County sheriff mattered to the community, a review of campaign donations erases any uncertainty.Between the two candidates — incumbent Sheriff Michelle Duncan and Deputy Jon Raymond — campaign contributions total more than $250,000, according to Oregon Secretary of State records. Both campaigns feature support from prominent community members and groups, demonstrating just how crucial this race is to the county. Linn County Sheriff Michelle Duncan Kylie Graham, Mid-Valley Media Oregon Secretary of State records show, as of Oct.;democratherald.com;28945;politics;US;en;Andy Cripe,Andy Cripe Mid-Valley Media,Kylie Graham,Maddie Pfeifer,Mid-Valley Media;https://bloximages.chicago2.vip.townnews.com/democratherald.com/content/tncms/assets/v3/editorial/9/55/955f9504-5951-11ed-8a44-5f3ab478dec8/636023b2279b3.preview.jpg?crop=1763%2C926%2C0%2C124&resize=1200%2C630&order=crop%2Cresize;False;@https://twitter.com/maddiepfeifer_;;cf4575720793a881cf091e60f0b68bac
GOP Rep. Brad Wenstrup's niece killed in Seoul crowd surge;Daniella Diaz;2022-10-31 22:56:40;full;https://www.cnn.com/2022/10/31/politics/brad-wenstrup-niece-south-korea-crowd/index.html;cnn.com;Rep. Brad Wenstrup's niece, Anne Marie Gieske, died in the Halloween crowd surge in Seoul over the weekend, the Ohio Republican said in a statement Monday.;"CNN —

Rep. Brad Wenstrup's niece, Anne Marie Gieske, died in the Halloween crowd surge in Seoul over the weekend, the Ohio Republican said in a statement Monday.

'Monica and I, and our entire family, are grieving the loss of our niece Anne Marie Gieske. She was a gift from God to our family. We loved her so much,' Wenstrup said in the statement.

Wenstrup also released a statement on behalf of her parents, Dan and Madonna Gieske:

'We are completely devastated and heartbroken over the loss of Anne Marie.";cnn.com;61;politics;US;en;CNN,Daniella Diaz;https://media.cnn.com/api/v1/images/stellar/prod/221031162309-brad-wenstrup-file-restricted-072622.jpg?c=16x9&q=w_800,c_fill;False;@cnnpolitics;;5377170d1ec2c9920fa9a964b842fcd1
"Man charged in Paul Pelosi assault is reportedly in US illegally; he told authorities that he planned to hold Nancy Pelosi hostage and break 'her kneecaps' if she 'lied'";Alex Nitzberg;2022-10-31 22:56:00;full;https://www.theblaze.com/news/pelosi-assault-suspect-illegal-alien;theblaze.com;[rebelmouse-proxy-image https://assets.rebelmouse.io/eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpbWFnZSI6Imh0dHBzOi8vYXNzZXRzLnJibC5tcy8zMjAyNDUwOC9vcmlnaW4uanBnIiwiZXhwaXJlc19hdCI6MTY5NzA5ODQ3OX0.…;;conservativereview.com;3095;politics;US;en;Alex Nitzberg;https://assets.rebelmouse.io/eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpbWFnZSI6Imh0dHBzOi8vYXNzZXRzLnJibC5tcy8zMjAyNDgyOC9vcmlnaW4uanBnIiwiZXhwaXJlc19hdCI6MTcyNzM2MTUzNX0.nZVNF28tyFDJKbssl1voWjBFEYJKu-Mdi43RL5M2VWE/img.jpg?width=1200&height=600&coordinates=0%2C0%2C0%2C164;False;@;;90cfa812f2922415123912db5c4e02dd
Gov. DeSantis condemns antisemitism after demonstrations in North and South FloridaRon DeSantis signs a moment of silence bill long-sought by Jewish leaders.;Renzo Downey;2022-10-31 22:54:56;full;https://floridapolitics.com/archives/567790-gov-desantis-condemns-antisemitism-after-demonstrations-in-north-and-south-florida/;floridapolitics.com;‘Governor DeSantis rejects attempts to scapegoat the Jewish community — it has no place in Florida.';"Gov. Ron DeSantis‘s is denouncing antisemitism after a weekend that saw hateful displays across the Sunshine State.
The statement, sent by DeSantis Press Secretary Bryan Griffin Monday afternoon, comes after Florida Democrats criticized the Republican Governor for not immediately condemning the acts. A homeowners' association property was defaced in Weston this weekend after other, anti-Jewish sentiments were displayed around Jacksonville Friday and Saturday, most prominently at a full-capacity football game between the the University of Florida and the University of Georgia at the TIAA Bank Field.";floridapolitics.com;11208;politics;US;en;Renzo Downey;https://floridapolitics.com/wp-content/uploads/2021/06/DeSantis-6.jpg;False;@RenzoDowney;;0808ad6041d90b4359d50df871ac24d1
Watch CBS Evening News: Powerball jackpot reaches $1 billion;;2022-10-31 22:53:47;full;https://www.cbs.com/shows/video/PEzG7g2ztriE4uWuHvmg6qwFrR5_KkX7/;cbs.com;The second-largest Powerball jackpot in U.S. history is on the line Monday night. The grand prize has grown to $1 billion.;Search shows Sign Up Sign In Shows Live TV Schedule TV Provider;cbs.com;1504;politics;US;en;;https://thumbnails.cbsig.net/_x/w1200/CBS_Production_News_VMS/2022/10/31/2095660611566/CBSN_fusion_powerball-jackpot-reaches-1-billion_thumbnail_1425512_1920x1080.jpg;False;@paramountplus;;756af5e573e1e93a04322b73790493cd
Don't Get Angry If Americans Don't Buy The Paul Pelosi's Assault Narrative;Wayne Dupree;2022-10-31 22:53:04;full;https://waynedupree.com/2022/10/dont-get-angry-if-americans-dont-buy-the-paul-pelosis-assault-narrative/;waynedupree.com;"Karine Jean-Pierre, the White House press secretary, attempted her hand on MSNBC's ""The Morning Show"" on Sunday but didn't have much luck.";Karine Jean-Pierre, the White House press secretary, attempted her hand on MSNBC's 'The Morning Show' on Sunday but didn't have much luck. The attack on Paul Pelosi was a major focus of the segment, and Jean-Pierre persisted in saying that 'we have to condemn political violence,' adding that 'it is something that should not be controversial, it is something that should not be partisan, it is something that all of us need to say that, and uh, it should be done in one voice.' But regrettably it has turned political, and we need to put an end to this, she… This content is for VIP Monthly Supporter, VIP Yearly Warrior, and Special OPS/Extras members only.;waynedupree.com;79611;politics;US;en;Wayne Dupree;https://waynedupree.com/wp-content/uploads/2022/10/kljhgg.jpg;False;@WayneDupreeShow;;52c485cf0d5856bf3ffdcb507816c035
Hope Center tests new partnerships to fill rooms and find new financial support;Delaware Public Media;2022-10-31 22:51:57;full;https://www.delawarepublic.org/politics-government/2022-10-31/hope-center-tests-new-partnerships-to-fill-rooms-and-find-new-financial-support;delawarepublic.org;As the emergency shelter in New Castle County adjusts to the end of pandemic-era funding, it is trying to diversify its referral sources — and find partners willing to pay to house people in need of…;"New Castle County's Hope Center is trying to adapt as federal dollars that supported long-term stays in the hotel-turned-shelter run out.New Castle County Division of Community Development and Housing manager Carrie Casey says the Center hopes to start getting new residents in and out of the shelter within 90 days.'With 90 days, we feel most folks are able – if they are engaging and working with us, we can get them rehoused,"" she said. ""The shortest we've done is 22 days.'She says that goal is complicated by the persistent shortage of housing statewide; for now, the Hope Center is relying heavily on rental assistance programs and doggedly pursuing landlords willing to accept rental assistance.";delawarepublic.org;71229;politics;US;en;Delaware Public Media,Paul Kiefer;https://npr.brightspotcdn.com/dims4/default/9c3fc29/2147483647/strip/true/crop/4012x2106+0+228/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Flegacy%2Fsites%2Fwdde%2Ffiles%2F202108%2Fhope_center_sign_homeless.jpg;False;@DelawarePublic;;b4f46af351bfbe9030754c490d57d1e4
In Oregon's extremely tight US 5th District race, candidates take vastly different approaches;Oregon Public Broadcasting;2022-10-31 22:48:06;full;https://www.klcc.org/politics-government/2022-10-31/in-oregons-extremely-tight-us-5th-district-race-candidates-take-vastly-different-approaches;klcc.org;The campaign is taking place in a freshly redrawn district, which stretches from Clackamas County all the way to Bend and Albany, covering many conservative and liberal strongholds in Oregon.;When it comes to party politics, Albany Mayor Alex Johnson II prides himself on being as neutral as possible. He even wears purple to all his public appearances to avoid any hint of partisanship.His city, with a population of nearly 55,000, could be critically important in one of this year's tightest congressional races, Oregon's 5th Congressional District. So, he interviewed both candidates for a potential endorsement and felt the two opponents were taking very different approaches.He felt that Democrat Jamie McLeod-Skinner focused more on local issues, while Republican Lori Chavez-DeRemer focused more on what Johnson described as 'national talk points' like critical race theory and border security.;klcc.org;65687;politics;US;en;Joni Auden Land,Oregon Public Broadcasting;https://npr.brightspotcdn.com/dims4/default/72433fd/2147483647/strip/true/crop/651x342+0+188/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F6f%2F8b%2F2b7c467243699436bd87021456a1%2Foregon-cd5.jpg;False;@KLCCOregon;;b209d551a81ea9ce0ebfbca64b6d8659
Registration underway for DMV's low-digit tag lottery;Delaware Public Media;2022-10-31 22:45:50;full;https://www.delawarepublic.org/politics-government/2022-10-31/registration-underway-for-dmvs-low-digit-tag-lottery;delawarepublic.org;Registration is underway for the DMV's latest Low Digit Tag Lottery.;Registration is underway for the DMV's latest Low Digit Tag Lottery.Anyone interested in winning a low-digit tag during the 12 Days of PLATE-mas must register by Sunday Nov. 13, 2022.And DelDOT community relations director C.R. McLeod says this year they're changing the way they are making them available.'Last year we had about 2,700 low-digit tags come available. And those were gone statewide in about 15 minutes. So we wanted to make it a more equitable process and we came up with the idea of doing a lottery.;delawarepublic.org;71229;politics;US;en;Delaware Public Media,Kelli Steele;https://npr.brightspotcdn.com/dims4/default/03a89d5/2147483647/strip/true/crop/604x317+0+17/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Flegacy%2Fsites%2Fwdde%2Ffiles%2F201611%2Fblack_plate.jpg;False;@DelawarePublic;;bf275bdc718ea8cf3cce0119d16568db
‘Adrift': Author Scott Galloway charts America's crises;Warren Olney;2022-10-31 22:45:00;timezone unknown;https://www.kcrw.com/news/shows/to-the-point/elections-deniers-media-objectivity/scott-galloway-book-adrift;kcrw.com;Scott Galloway's new book calls America 'Adrift,' but he says the country is not yet lost.;"Info Scott Galloway speaks during the DLD Conference at the HVB Forum in Munich, Germany, on January 22, 2013. Photo by Tobias Hase/Hubert Burda Media (CC BY-NC-SA 2.0). In his latest book 'Adrift,' Scott Galloway, business professor at NYU and columnist for New York Magazine, discusses what's wrong with this country. 
Galloway tells Warren Olney he's an 'evangelist' for young American men. 'Young American men have fallen further, faster than any other cohort in America.' He claims the education system is biased against boys, most of whose teachers are women.";kcrw.com;5164;politics;US;en;Warren Olney;https://www.kcrw.com/news/shows/to-the-point/elections-deniers-media-objectivity/scott-galloway-book-adrift/@@images/rectangular_image/page-header?v=1667255060.41;False;@kcrw;;7c08f61ff38ce168d07985992c5ffe01
Audio content rules the world of politics. Congress needs to catch up.;Ja'Han Jones;2022-10-31 22:45:00;timezone unknown;https://www.msnbc.com/the-reidout/reidout-blog/political-podcasts-talk-radio-rcna54792;msnbc.com;With TikTok, talk radio and podcasts dominating the political world, it seems there's still a lot to learn about how audio content is shaping our society.;"So there's this book.Authored by B.J. Novak, 'The Book with No Pictures' is a children's story, an homage to the power of sound, and, dare I say, a political text.At least, I've seen it that way. When I stumbled upon it in 2015, I thought it had a powerful underlying message: Words and sounds have resonance — perhaps, more than even visuals. Novak, for example, has talked about the allure of books that are fun to hear being a ""gateway drug"" to get kids hooked on literature. Today, despite ever-growing television sizes and home theaters to boot, I think sound remains a dominant means for people to take in information, entertainment or the modern merger of the two we've come to call 'infotainment.";msnbc.com;965;politics;US;en;Black Hair Defined,Black Obituary Project.,Ja'Han Jones,The;https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2022-10/221031-kari-lake-speech-rally-cs-2c1089.jpg;False;@MSNBC;;70059e48330574624acfb1bfdc107ef8
Will news media step up to face the threat to democracy?;Warren Olney;2022-10-31 22:45:00;timezone unknown;https://www.kcrw.com/news/shows/to-the-point/elections-deniers-media-objectivity/news-threat-democracy;kcrw.com;Media critic Margaret Sullivan sees a crisis in democracy – before and after the November elections. She calls it a test for the political news media.;Info President Donald J. Trump talks with reporters along the South Lawn of the White House Wednesday, Oct. 31, 2018, prior to boarding Marine One to begin his trip to Fort Myers, Fla. Photo by Joyce N. Boghosian, Official White House, Public Domain. American democracy is arguably 'on the brink,' and 'I don't think the news media should be asleep at the switch as they have been.' That's according to Margaret Sullivan, a veteran of almost 10 years as media critic and columnist for the New York Times and  the Washington Post.;kcrw.com;5164;politics;US;en;Warren Olney;https://www.kcrw.com/news/shows/to-the-point/elections-deniers-media-objectivity/news-threat-democracy/@@images/rectangular_image/page-header?v=1667255055.88;False;@kcrw;;9252e57d98493a3a56ff9f0bc57e0a64
Watch CBS Evening News: SUV blind zones pose growing danger;;2022-10-31 22:43:37;full;https://www.cbs.com/shows/video/IlHqnBQkzNkseH3e2OE7nqKVJkbiY4qw/;cbs.com;As the size of motor vehicles grow, so do the blind zones in front of their hoods. In the last five years, deaths from front-over collisions with SUVs and trucks have more than doubled. Kris Van…;Search shows Sign Up Sign In Shows Live TV Schedule TV Provider;cbs.com;1504;politics;US;en;;https://thumbnails.cbsig.net/_x/w1200/CBS_Production_News_VMS/2022/10/31/2095653955930/CBSN_fusion_blind-zone-in-front-of-suvs-pose-growing-danger_thumbnail_1425514_1920x1080.jpg;False;@paramountplus;;1310a72cc41a10e1ed997c31f4933ff9
Navajo presidential hopefuls represent change or continuity;Felicia Fonseca;2022-10-31 22:43:00;full;https://www.12news.com/article/news/politics/elections/navajo-presidential-hopefuls-election-candidate/75-0318983d-0128-49cd-86df-29a694672a32;12news.com;Navajos next week will choose whether to elect a president who has never held political office or one whose career in tribal government spans more than two decades.;ARIZONA, USA — Navajos next week will choose whether to elect a president who has never held political office or one whose career in tribal government spans two decades. Incumbent President Jonathan Nez and challenger Buu Nygren emerged as the top two vote-getters among 15 candidates in the tribe's primary election in August. Both want to ensure that tens of thousands of people on the country's largest Native American reservation have access to running water, electricity and broadband. The coronavirus pandemic highlighted the lack of basic services across the Navajo Nation and led to more than $2 billion being allocated by the federal government, some of which will fund infrastructure projects.;12news.com;11293;politics;US;en;Felicia Fonseca;https://media.12news.com/assets/KPNX/images/a925784b-841d-4989-ae71-384ba1308fcb/a925784b-841d-4989-ae71-384ba1308fcb_1140x641.jpg;False;12News;;ac77a871b34480a4f350e598056fe754
Election conspiracy theorists jailed in Texas lawsuit;Abc News;2022-10-31 22:43:00;full;https://abcnews.go.com/Politics/wireStory/election-conspiracy-theorists-jailed-texas-lawsuit-92449148;go.com;The leaders of a Texas-based group that has promoted election conspiracy theories and provided research for a widely debunked documentary that alleged widespread voter fraud in the 2020 election have…;The leaders of a Texas-based group that has promoted election conspiracy theories and provided research for a widely debunked documentary that alleged widespread voter fraud in the 2020 election have been jailedHOUSTON -- The leaders of a Texas-based group that promotes election conspiracy theories were jailed Monday for not complying with a court order to provide information in a defamation lawsuit over some of their claims.Catherine Engelbrecht and Gregg Phillips, who run True the Vote, were ordered detained by U.;go.com;120;politics;US;en;ABC News;https://s.abcnews.com/images/US/abc_news_default_2000x2000_update_16x9_992.jpg;False;@ABC;;e6abc889af508ff549af91d3db68e963
‘Absolutely no evidence:' Police, FBI affidavit debunk salacious conspiracy about Pelosi attack pushed by conservatives;Casey Tolan;2022-10-31 22:42:43;full;https://www.cnn.com/2022/10/31/politics/pelosi-attack-right-wing-conspiracy-theories-invs/index.html;cnn.com;Prominent figures on social media, including some of the loudest voices on the political right, are pushing a salacious and false conspiracy theory about the attack on House Speaker Nancy Pelosi's husband, in an apparent attempt to shift the narrative about the assault.;"CNN —

Prominent figures on social media, including some of the loudest voices on the political right, are pushing a salacious and false conspiracy theory about the attack on House Speaker Nancy Pelosi's husband, in an apparent attempt to shift the narrative about the assault.

The claim that big names like Elon Musk, Donald Trump, Jr., and Dinesh D'Souza have promoted to millions of their followers: Paul Pelosi and the man who attacked him were gay lovers who had gotten into a fight.

The spurious theory traces back to an incorrect early news report and a handful of pieces of evidence that its proponents have spun wildly out of context.";cnn.com;61;politics;US;en;Casey Tolan,Curt Devine,Daniel A. Medina,Scott Bronstein;https://media.cnn.com/api/v1/images/stellar/prod/221028115118-01-paul-pelosi-attack-scene.jpg?c=16x9&q=w_800,c_fill;False;@cnnpolitics;;19e84f50517b9ebe98b40362cd6939a1
How is the Narrative™ enforced?;"David Strom
6:41 PM on";2022-10-31 22:41:52;full;https://hotair.com/david-strom/2022/10/31/how-is-the-narrative-enforced-n507045;hotair.com;Even the meanest of intellects can see that something like a Narrative™ exists. Sometimes we call it 'the current thing.' Some call it the 'hive mind.' The edgier on the intern...;Even the meanest of intellects can see that something like a Narrative™ exists. Sometimes we call it 'the current thing.' Some call it the 'hive mind.' The edgier on the internet refer to the 'non-player characters' (NPCs), comparing the people apparently mindlessly parroting the accepted Narrative™ as if they are pre-programmed characters in a video game. As if they have no will of their own. It's impossible not to notice, though. When certain issues come up, anybody deviating from a certain position is viciously attacked and 'cancelled.;hotair.com;7922;politics;US;en;"David Strom,David Strom
6:41 PM on,Pj Media";https://media.townhall.com/townhall/reu/o/2015/88/4c3bb4b0-63f1-4faa-ac99-0b1fc6867caa-1110x740.jpg;False;@hotairblog;;c8879d1003d3592d02dd7fcfe0b4235b
Bernie Sanders rallies in Reno and Las Vegas during early voting;Kunr Public Radio;2022-10-31 22:41:44;full;https://www.kunr.org/politics-and-policy/2022-10-31/bernie-sanders-rallies-in-reno-and-las-vegas-during-early-voting;kunr.org;With early voting underway in Nevada, Vermont Sen. Bernie Sanders rallied in Reno and Las Vegas on Friday, calling for supporters to elect Democrats to the U.S. House and Senate ahead of the November…;"During his stop in Reno, Sanders was flanked by reproductive rights activists and regional labor unions. He called for raising the minimum wage, taxing the 1%, and softening the blow of inflation on working families.The message was similar at his two stops in Las Vegas. His rally at the East Las Vegas Community Center began with a spirited performance by Mariachi Joya de Las Vegas High School. 
 Mariachi Joya de Las Vegas High School performs at Sen. Bernie Sanders' 'Get Out The Vote' event at the East Las Vegas Community Center on Oct.";kunr.org;113050;politics;US;en;Kunr Public Radio,Lucia Starbuck;https://npr.brightspotcdn.com/dims4/default/baa5653/2147483647/strip/true/crop/6000x3150+0+283/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F4f%2Fec%2F4fd9d1044feaa1ecd9fc129957aa%2Fdsc0349.JPG;False;@kunrpublicradio;;779486d0978903b0589ba60af5395120
